feature	chromosome	start	end	SLX-16150.D712tp_D505tp.HC22VBBXY.s_3.r_1	SLX-17922.D706tp_D502tp.HC22GBBXY.s_6.r_1
9:107500001-108000000	9	107500001	108000000	1.019	1
9:108000001-108500000	9	108000001	108500000	0.977	1.006
9:108500001-109000000	9	108500001	109000000	1.005	1.007
9:109000001-109500000	9	109000001	109500000	0.998	0.949
9:109500001-110000000	9	109500001	110000000	1.072	1.08
9:110000001-110500000	9	110000001	110500000	1.025	0.996
9:110500001-111000000	9	110500001	111000000	1.084	1.081
9:111000001-111500000	9	111000001	111500000	0.99	1.027
9:111500001-112000000	9	111500001	112000000	0.975	1.085
9:112000001-112500000	9	112000001	112500000	0.908	0.787
9:112500001-113000000	9	112500001	113000000	0.859	1.023
9:113000001-113500000	9	113000001	113500000	0.932	1.046
9:113500001-114000000	9	113500001	114000000	0.938	0.977
9:114000001-114500000	9	114000001	114500000	1.038	0.98
9:114500001-115000000	9	114500001	115000000	1.061	1.066
9:115000001-115500000	9	115000001	115500000	1.064	1.016
9:115500001-116000000	9	115500001	116000000	1.063	1.089
9:116000001-116500000	9	116000001	116500000	0.97	0.949
9:116500001-117000000	9	116500001	117000000	0.996	0.969
9:117500001-118000000	9	117500001	118000000	1.028	0.973
9:118000001-118500000	9	118000001	118500000	0.983	1.026
9:118500001-119000000	9	118500001	119000000	0.927	0.981
9:119000001-119500000	9	119000001	119500000	1.05	1.045
9:119500001-120000000	9	119500001	120000000	1.03	0.931
9:120000001-120500000	9	120000001	120500000	1.089	1.074
9:120500001-121000000	9	120500001	121000000	0.949	0.911
9:121000001-121500000	9	121000001	121500000	0.962	0.872
9:121500001-122000000	9	121500001	122000000	1.097	1.092
9:122000001-122500000	9	122000001	122500000	0.926	1.045
9:123000001-123500000	9	123000001	123500000	0.976	1.046
9:123500001-124000000	9	123500001	124000000	1.086	1.138
9:124000001-124500000	9	124000001	124500000	1.063	0.893
9:124500001-125000000	9	124500001	125000000	0.964	0.993
9:125000001-125500000	9	125000001	125500000	1.006	1.06
9:125500001-126000000	9	125500001	126000000	0.951	1.063
9:126000001-126500000	9	126000001	126500000	1.011	0.935
9:126500001-127000000	9	126500001	127000000	1.055	1.005
9:127000001-127500000	9	127000001	127500000	0.975	0.959
9:127500001-128000000	9	127500001	128000000	0.957	0.962
9:128000001-128500000	9	128000001	128500000	0.967	0.932
9:128500001-129000000	9	128500001	129000000	0.995	1.156
9:129000001-129500000	9	129000001	129500000	0.929	1.013
9:130000001-130500000	9	130000001	130500000	1.084	1.057
9:130500001-131000000	9	130500001	131000000	1.039	0.948
9:131000001-131500000	9	131000001	131500000	1.038	1.053
9:131500001-132000000	9	131500001	132000000	1.043	0.937
9:132000001-132500000	9	132000001	132500000	1.034	0.948
9:132500001-133000000	9	132500001	133000000	0.981	1.038
9:133000001-133500000	9	133000001	133500000	0.906	0.921
9:133500001-134000000	9	133500001	134000000	1.009	1.02
9:134500001-135000000	9	134500001	135000000	1.085	1.071
9:135000001-135500000	9	135000001	135500000	1.071	1.018
9:135500001-136000000	9	135500001	136000000	1.006	0.953
9:136000001-136500000	9	136000001	136500000	0.963	0.929
9:136500001-137000000	9	136500001	137000000	1	0.972
9:137000001-137500000	9	137000001	137500000	0.961	0.961
9:137500001-138000000	9	137500001	138000000	1.01	1.135
10:1-500000	10	1	500000	1.081	1.101
10:500001-1000000	10	500001	1000000	0.991	0.883
10:1000001-1500000	10	1000001	1500000	1.089	0.957
10:1500001-2000000	10	1500001	2000000	1.052	1.011
10:2500001-3000000	10	2500001	3000000	1.007	0.978
10:3000001-3500000	10	3000001	3500000	0.922	0.894
10:3500001-4000000	10	3500001	4000000	0.917	0.933
10:4000001-4500000	10	4000001	4500000	0.991	1.049
10:4500001-5000000	10	4500001	5000000	0.925	1.066
10:5000001-5500000	10	5000001	5500000	0.997	1.035
10:5500001-6000000	10	5500001	6000000	0.987	0.914
10:6000001-6500000	10	6000001	6500000	0.976	0.941
10:6500001-7000000	10	6500001	7000000	1.037	1.044
10:7000001-7500000	10	7000001	7500000	1.018	0.958
10:7500001-8000000	10	7500001	8000000	1.004	1.002
10:8000001-8500000	10	8000001	8500000	0.988	1.004
10:8500001-9000000	10	8500001	9000000	1.02	1.209
10:9000001-9500000	10	9000001	9500000	1.006	1.062
10:9500001-10000000	10	9500001	10000000	1.073	1.124
10:10000001-10500000	10	10000001	10500000	1.043	0.999
10:10500001-11000000	10	10500001	11000000	1.097	1.078
10:11000001-11500000	10	11000001	11500000	0.945	0.898
10:11500001-12000000	10	11500001	12000000	0.994	1.054
10:12000001-12500000	10	12000001	12500000	1.009	1.01
10:12500001-13000000	10	12500001	13000000	1.062	1.022
10:13000001-13500000	10	13000001	13500000	0.978	0.929
10:13500001-14000000	10	13500001	14000000	0.97	0.988
10:14000001-14500000	10	14000001	14500000	0.937	0.998
10:14500001-15000000	10	14500001	15000000	0.926	0.944
10:15000001-15500000	10	15000001	15500000	1.045	1.108
10:15500001-16000000	10	15500001	16000000	1.001	1.117
10:16000001-16500000	10	16000001	16500000	0.973	0.943
10:16500001-17000000	10	16500001	17000000	0.939	0.93
10:17000001-17500000	10	17000001	17500000	1.013	0.9
10:17500001-18000000	10	17500001	18000000	0.966	0.951
10:18000001-18500000	10	18000001	18500000	1.082	1.136
10:18500001-19000000	10	18500001	19000000	0.88	0.92
10:19000001-19500000	10	19000001	19500000	1.025	1.016
10:20000001-20500000	10	20000001	20500000	1.061	1.053
10:20500001-21000000	10	20500001	21000000	1.076	1.114
10:21000001-21500000	10	21000001	21500000	1.04	1.032
10:21500001-22000000	10	21500001	22000000	0.999	1.002
10:22000001-22500000	10	22000001	22500000	1.043	0.983
10:22500001-23000000	10	22500001	23000000	0.984	0.968
10:23000001-23500000	10	23000001	23500000	1.02	0.928
10:23500001-24000000	10	23500001	24000000	1.09	1.095
10:24000001-24500000	10	24000001	24500000	1.029	0.98
10:24500001-25000000	10	24500001	25000000	0.913	0.916
10:25000001-25500000	10	25000001	25500000	1.019	0.946
10:26000001-26500000	10	26000001	26500000	1.019	1
10:27000001-27500000	10	27000001	27500000	0.939	0.89
10:27500001-28000000	10	27500001	28000000	1.058	1.052
10:28000001-28500000	10	28000001	28500000	0.925	0.867
10:28500001-29000000	10	28500001	29000000	0.948	0.991
10:29000001-29500000	10	29000001	29500000	0.939	1.036
10:29500001-30000000	10	29500001	30000000	1.006	0.914
10:30000001-30500000	10	30000001	30500000	0.971	1.012
10:31000001-31500000	10	31000001	31500000	1.083	1.117
10:31500001-32000000	10	31500001	32000000	1.026	0.926
10:32000001-32500000	10	32000001	32500000	0.985	0.979
10:32500001-33000000	10	32500001	33000000	1.09	1.08
10:33000001-33500000	10	33000001	33500000	0.969	0.971
10:33500001-34000000	10	33500001	34000000	1.019	1.127
10:34000001-34500000	10	34000001	34500000	0.956	0.924
10:34500001-35000000	10	34500001	35000000	0.954	1.104
10:35000001-35500000	10	35000001	35500000	1.023	0.968
10:35500001-36000000	10	35500001	36000000	0.928	0.989
10:36500001-37000000	10	36500001	37000000	0.995	0.992
10:43000001-43500000	10	43000001	43500000	1.03	0.978
10:43500001-44000000	10	43500001	44000000	1.027	0.925
10:44000001-44500000	10	44000001	44500000	1.159	1.153
10:44500001-45000000	10	44500001	45000000	0.969	1.03
10:45000001-45500000	10	45000001	45500000	0.956	1.027
10:47000001-47500000	10	47000001	47500000	1.092	1.079
10:48500001-49000000	10	48500001	49000000	1.059	0.988
10:49000001-49500000	10	49000001	49500000	1.081	1.087
10:50500001-51000000	10	50500001	51000000	1.025	0.979
10:51000001-51500000	10	51000001	51500000	0.998	1.042
10:51500001-52000000	10	51500001	52000000	0.992	0.995
10:52000001-52500000	10	52000001	52500000	1.001	1.12
10:52500001-53000000	10	52500001	53000000	1.059	0.948
10:53000001-53500000	10	53000001	53500000	1.057	0.988
10:53500001-54000000	10	53500001	54000000	1.026	1.118
10:54000001-54500000	10	54000001	54500000	0.951	0.993
10:54500001-55000000	10	54500001	55000000	1.035	0.999
10:55000001-55500000	10	55000001	55500000	1.032	1.003
10:56000001-56500000	10	56000001	56500000	0.956	0.904
10:56500001-57000000	10	56500001	57000000	0.959	0.875
10:57000001-57500000	10	57000001	57500000	0.942	1.077
10:58000001-58500000	10	58000001	58500000	0.973	0.969
10:58500001-59000000	10	58500001	59000000	1.021	1.05
10:59500001-60000000	10	59500001	60000000	1.001	1.102
10:60000001-60500000	10	60000001	60500000	0.906	1.028
10:60500001-61000000	10	60500001	61000000	1.008	1.005
10:61000001-61500000	10	61000001	61500000	1.074	1.157
10:61500001-62000000	10	61500001	62000000	1.021	1.059
10:62000001-62500000	10	62000001	62500000	1.077	1.081
10:62500001-63000000	10	62500001	63000000	1.059	1.011
10:63000001-63500000	10	63000001	63500000	0.868	0.923
10:63500001-64000000	10	63500001	64000000	0.978	1.042
10:64000001-64500000	10	64000001	64500000	1.064	1.037
10:64500001-65000000	10	64500001	65000000	1.062	0.971
10:65000001-65500000	10	65000001	65500000	1.005	1.117
10:65500001-66000000	10	65500001	66000000	1.01	1.005
10:66000001-66500000	10	66000001	66500000	1	1.088
10:66500001-67000000	10	66500001	67000000	0.973	0.992
10:67000001-67500000	10	67000001	67500000	1.038	0.927
10:67500001-68000000	10	67500001	68000000	0.972	0.939
10:68000001-68500000	10	68000001	68500000	0.885	0.913
10:68500001-69000000	10	68500001	69000000	0.898	1.04
10:69000001-69500000	10	69000001	69500000	0.962	0.867
10:70000001-70500000	10	70000001	70500000	1.053	1.049
10:70500001-71000000	10	70500001	71000000	1.118	1.173
10:71000001-71500000	10	71000001	71500000	1.012	1.012
10:71500001-72000000	10	71500001	72000000	1.03	1.062
10:72000001-72500000	10	72000001	72500000	0.994	1.064
10:72500001-73000000	10	72500001	73000000	0.876	0.933
10:73000001-73500000	10	73000001	73500000	0.998	0.911
10:73500001-74000000	10	73500001	74000000	1.054	0.989
10:74000001-74500000	10	74000001	74500000	1.002	1.036
10:74500001-75000000	10	74500001	75000000	0.971	0.996
10:75000001-75500000	10	75000001	75500000	1.014	1.058
10:75500001-76000000	10	75500001	76000000	1.094	1.195
10:76000001-76500000	10	76000001	76500000	1.083	1.044
10:76500001-77000000	10	76500001	77000000	1.092	1.088
10:77500001-78000000	10	77500001	78000000	1.079	1.189
10:78000001-78500000	10	78000001	78500000	1.028	0.965
10:78500001-79000000	10	78500001	79000000	1.11	1.111
10:80000001-80500000	10	80000001	80500000	1.028	1.012
10:80500001-81000000	10	80500001	81000000	1.055	1.04
10:81000001-81500000	10	81000001	81500000	1.06	1.009
10:81500001-82000000	10	81500001	82000000	0.945	0.993
10:82000001-82500000	10	82000001	82500000	0.962	0.98
10:82500001-83000000	10	82500001	83000000	1.071	1.071
10:83000001-83500000	10	83000001	83500000	1.011	0.93
10:83500001-84000000	10	83500001	84000000	0.997	0.946
10:84000001-84500000	10	84000001	84500000	1.071	1.085
10:84500001-85000000	10	84500001	85000000	1.048	1.11
10:85000001-85500000	10	85000001	85500000	1.002	1.002
10:85500001-86000000	10	85500001	86000000	1.007	0.973
10:86000001-86500000	10	86000001	86500000	1.064	0.998
10:86500001-87000000	10	86500001	87000000	1.052	1.066
10:87500001-88000000	10	87500001	88000000	0.951	1.064
10:88500001-89000000	10	88500001	89000000	1.095	1.096
10:89000001-89500000	10	89000001	89500000	0.971	1.053
10:90000001-90500000	10	90000001	90500000	1.076	1.116
10:90500001-91000000	10	90500001	91000000	1.009	0.969
10:91000001-91500000	10	91000001	91500000	1.038	0.934
10:91500001-92000000	10	91500001	92000000	0.95	0.972
10:92000001-92500000	10	92000001	92500000	0.991	0.941
10:92500001-93000000	10	92500001	93000000	0.946	0.966
10:93000001-93500000	10	93000001	93500000	0.974	0.912
10:93500001-94000000	10	93500001	94000000	1.067	1.084
10:94000001-94500000	10	94000001	94500000	1.1	1.022
10:95000001-95500000	10	95000001	95500000	1.063	1.106
10:95500001-96000000	10	95500001	96000000	0.981	0.953
10:96000001-96500000	10	96000001	96500000	0.986	0.98
10:96500001-97000000	10	96500001	97000000	0.982	0.898
10:97000001-97500000	10	97000001	97500000	0.981	0.941
10:97500001-98000000	10	97500001	98000000	1.047	1.063
10:98000001-98500000	10	98000001	98500000	1.067	0.99
10:98500001-99000000	10	98500001	99000000	1.038	1.166
10:99000001-99500000	10	99000001	99500000	1.06	1.003
10:99500001-100000000	10	99500001	100000000	0.983	1.003
10:100500001-101000000	10	100500001	101000000	0.976	0.972
10:101000001-101500000	10	101000001	101500000	1.031	0.985
10:101500001-102000000	10	101500001	102000000	1.031	1.029
10:102000001-102500000	10	102000001	102500000	0.948	0.944
10:102500001-103000000	10	102500001	103000000	0.891	0.931
10:103000001-103500000	10	103000001	103500000	1.018	0.926
10:103500001-104000000	10	103500001	104000000	0.944	0.894
10:104000001-104500000	10	104000001	104500000	0.991	1.031
10:104500001-105000000	10	104500001	105000000	1.112	1.08
10:105000001-105500000	10	105000001	105500000	1.053	1.023
10:105500001-106000000	10	105500001	106000000	1.015	0.901
10:106000001-106500000	10	106000001	106500000	0.982	0.933
10:106500001-107000000	10	106500001	107000000	1.01	1.069
10:107000001-107500000	10	107000001	107500000	0.927	0.962
10:107500001-108000000	10	107500001	108000000	0.985	0.952
10:108000001-108500000	10	108000001	108500000	1.045	1.048
10:108500001-109000000	10	108500001	109000000	0.952	0.902
10:109000001-109500000	10	109000001	109500000	0.98	1.07
10:110000001-110500000	10	110000001	110500000	0.897	0.958
10:110500001-111000000	10	110500001	111000000	0.996	1.033
10:111000001-111500000	10	111000001	111500000	0.987	1.039
10:111500001-112000000	10	111500001	112000000	0.987	0.904
10:112000001-112500000	10	112000001	112500000	0.988	1.081
10:113000001-113500000	10	113000001	113500000	0.976	1
10:113500001-114000000	10	113500001	114000000	1.05	0.98
10:114000001-114500000	10	114000001	114500000	0.947	1.027
10:114500001-115000000	10	114500001	115000000	0.991	0.907
10:115500001-116000000	10	115500001	116000000	1.029	0.946
10:116000001-116500000	10	116000001	116500000	1.007	0.965
10:116500001-117000000	10	116500001	117000000	0.978	1.212
10:117000001-117500000	10	117000001	117500000	1.032	0.909
10:117500001-118000000	10	117500001	118000000	1.007	1.034
10:118000001-118500000	10	118000001	118500000	1.02	1.137
10:118500001-119000000	10	118500001	119000000	1.025	0.925
10:119000001-119500000	10	119000001	119500000	0.901	0.911
10:119500001-120000000	10	119500001	120000000	0.975	1.011
10:120000001-120500000	10	120000001	120500000	0.976	1.004
10:120500001-121000000	10	120500001	121000000	0.958	1.032
10:121000001-121500000	10	121000001	121500000	0.984	0.956
10:121500001-122000000	10	121500001	122000000	0.972	1.042
10:122000001-122500000	10	122000001	122500000	1.043	0.98
10:122500001-123000000	10	122500001	123000000	1.004	0.945
10:123500001-124000000	10	123500001	124000000	1.016	1.096
10:124000001-124500000	10	124000001	124500000	1.043	0.957
10:124500001-125000000	10	124500001	125000000	0.972	1.05
10:125000001-125500000	10	125000001	125500000	0.997	1.007
10:126000001-126500000	10	126000001	126500000	0.985	1.003
10:126500001-127000000	10	126500001	127000000	1.046	1.021
10:127000001-127500000	10	127000001	127500000	1.041	1.016
10:127500001-128000000	10	127500001	128000000	1.052	0.956
10:128000001-128500000	10	128000001	128500000	1.054	1.025
10:128500001-129000000	10	128500001	129000000	0.979	0.937
10:129000001-129500000	10	129000001	129500000	0.955	0.987
10:130000001-130500000	10	130000001	130500000	0.98	0.97
10:130500001-131000000	10	130500001	131000000	0.995	1.016
10:131000001-131500000	10	131000001	131500000	0.98	0.973
10:131500001-132000000	10	131500001	132000000	1.013	0.918
10:132000001-132500000	10	132000001	132500000	1.034	1.109
10:132500001-133000000	10	132500001	133000000	0.985	1.071
10:133000001-133500000	10	133000001	133500000	1.057	1.007
11:500001-1000000	11	500001	1000000	0.973	0.928
11:1000001-1500000	11	1000001	1500000	1.086	1.162
11:1500001-2000000	11	1500001	2000000	1.048	1.044
11:2000001-2500000	11	2000001	2500000	1.008	1.07
11:2500001-3000000	11	2500001	3000000	0.981	0.92
11:4500001-5000000	11	4500001	5000000	1.017	0.994
11:5000001-5500000	11	5000001	5500000	1.024	1.033
11:5500001-6000000	11	5500001	6000000	0.999	1.118
11:6000001-6500000	11	6000001	6500000	1.024	1.034
11:6500001-7000000	11	6500001	7000000	0.962	0.796
11:7000001-7500000	11	7000001	7500000	1.106	1.051
11:7500001-8000000	11	7500001	8000000	1.073	1.056
11:8500001-9000000	11	8500001	9000000	0.966	0.963
11:9000001-9500000	11	9000001	9500000	0.964	0.89
11:9500001-10000000	11	9500001	10000000	1.082	0.969
11:10000001-10500000	11	10000001	10500000	1.001	1.048
11:11000001-11500000	11	11000001	11500000	1.07	0.969
11:11500001-12000000	11	11500001	12000000	1.079	0.993
11:12000001-12500000	11	12000001	12500000	1.094	0.947
11:12500001-13000000	11	12500001	13000000	1.01	1.001
11:13000001-13500000	11	13000001	13500000	1.032	0.985
11:13500001-14000000	11	13500001	14000000	1.056	1.115
11:14000001-14500000	11	14000001	14500000	1.028	1.019
11:14500001-15000000	11	14500001	15000000	1.12	1.071
11:15000001-15500000	11	15000001	15500000	0.959	0.905
11:15500001-16000000	11	15500001	16000000	0.969	1.09
11:16000001-16500000	11	16000001	16500000	1.059	1.119
11:16500001-17000000	11	16500001	17000000	0.975	1.088
11:17000001-17500000	11	17000001	17500000	1.002	0.97
11:17500001-18000000	11	17500001	18000000	1.025	1.02
11:18000001-18500000	11	18000001	18500000	0.967	0.975
11:18500001-19000000	11	18500001	19000000	1	0.902
11:19000001-19500000	11	19000001	19500000	1.084	1.061
11:19500001-20000000	11	19500001	20000000	0.993	1.044
11:20000001-20500000	11	20000001	20500000	0.875	0.936
11:20500001-21000000	11	20500001	21000000	0.998	0.924
11:21000001-21500000	11	21000001	21500000	0.947	1.05
11:21500001-22000000	11	21500001	22000000	0.971	0.998
11:22000001-22500000	11	22000001	22500000	1.083	0.968
11:22500001-23000000	11	22500001	23000000	0.983	1.059
11:23000001-23500000	11	23000001	23500000	1.02	0.917
11:23500001-24000000	11	23500001	24000000	0.913	0.892
11:24000001-24500000	11	24000001	24500000	0.97	0.948
11:25000001-25500000	11	25000001	25500000	0.959	0.892
11:25500001-26000000	11	25500001	26000000	0.962	0.834
11:26000001-26500000	11	26000001	26500000	0.931	0.956
11:26500001-27000000	11	26500001	27000000	0.984	0.922
11:27000001-27500000	11	27000001	27500000	0.986	1.099
11:28000001-28500000	11	28000001	28500000	1.088	1.043
11:28500001-29000000	11	28500001	29000000	1.048	1.057
11:29000001-29500000	11	29000001	29500000	1.004	0.953
11:29500001-30000000	11	29500001	30000000	0.91	0.957
11:30000001-30500000	11	30000001	30500000	0.965	0.992
11:30500001-31000000	11	30500001	31000000	0.979	1.105
11:31000001-31500000	11	31000001	31500000	1.05	1.022
11:31500001-32000000	11	31500001	32000000	1.049	1.152
11:32000001-32500000	11	32000001	32500000	1.019	1.041
11:32500001-33000000	11	32500001	33000000	0.977	1.005
11:33000001-33500000	11	33000001	33500000	0.981	0.961
11:33500001-34000000	11	33500001	34000000	0.962	0.9
11:34000001-34500000	11	34000001	34500000	0.951	0.848
11:34500001-35000000	11	34500001	35000000	0.998	0.996
